HCL Item#,Item Status,Item Name,Description,Decoration,Web Link,Item Color,Item Size,Length,Width,Height,Carton Weight,Carton Qty,Standard Production Time,Item MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5,"Rush Cost ""R""",MOQ, Qty2, Qty3, Qty4, Qty5,Price1,Price2,Price3,Price4,Price5,Ocean Service,MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5 
S814,Active/All Products,The Artesia Water Bottle,"A 25 oz. Clear PET Bike / Fitness bottle with your choice of 18 different 63mm push-pull lids. These bottles are made in the USA and are BPA-Free. (Not Dishwasher Safe / Hand-wash only. Do not microwave). FOB CA.Colors:4 Bottle Colors and 18 Cap Colors to choose from??Bottle Colors: Red, Blue, Green, Black or ClearCap Colors?: 18 colors?","Imprint Area: (Standard Wrap): 7w x 3h (1 Color)                           (All 2+ Colors) 2w x 2h   Bottle Colors: Red, Blue, Green or Clear   Cap Colors:  18 colors   PRICE INCLUDES ONE COLOR WRAP LOGO.  Additional colors or printing on the neck is an additional $0.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. See terms &amp; conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1444,"Blue, Black, Green",25 oz.,17,12,11,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S730,Active/All Products,The Sweeny Coffee Cup Tumbler,A double wall coffee cup shaped tumbler with a flip-up spout cover. The double wall construction keeps your hot beverages hot and your cold beverages cold. FOB CA.,"Imprint Area: (Standard Wrap): 3Â”w x 1 3/4Â”h (1Color)                           (2 Color): 1 3/4w x 1 3/4h    Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. Please See Terms & Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1445,"White, Blue, Red, Green",16 oz.,24,13,15,10,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S725,Active/All Products,The Darien Insulated Tritan Water Bottle,"Everyone does a double take at your campaign message when it's on the Darien insulated Tritan water bottle! Featuring a screw-on, flipper sipper lid with a built-in, plastic carabiner, this 18 oz. double-wall bottle is made with Tritan plastic. BPA free, this giveaway's perfect for any project, business or event. Have your logo or message imprinted on yours to take advantage of the exposure. Order yours today!","Imprint Area: (Wrap): 8 1/4w x 5h (3 Color Max)     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. See terms &amp; conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1446,"Blue, Black, Red, Green",18 oz. / 11 tall ,12,18,21,28,48,3 Day Service (R),96,144,240,504,1008,6.89,6.79,6.69,6.59,6.49,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,5.69,5.49,5.29,5.09,
S731,Active/All Products,The San Clemente Gripper Water Bottle,A 25 ounce translucent color water bottle with a straw built into it. This bottle is made with Tritan plastic and is Prop 65 compliant.,"Imprint Area: (Standard Wrap): 3w x 2h (1 Color)                           (2 Color): 2w x 2h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. See terms &amp; conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1448,"Blue, Red, Smoke",25 oz. / 9 1/2 tall ,13,20,18,16,48,3 Day Service (R),96,144,240,504,1008,4.09,3.99,3.95,3.89,3.85,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,3.09,2.99,2.89,2.79,
S729,Active/All Products,The Ganado Translucent Tumbler,Double Wall Translucent tumbler with a straw. The double wall construction keeps your hot beverages hot and your cold beverages cold. Screw in cap to prevent spills. Remove straw when not in use to seal spout. Straws are packaged separately. FOB CA.,"Imprint Area: 9 1/2''w x 2 5/8''h (3 Colors Max)     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals.",http://www.highcaliberline.com//catalog/product/view/id/1449,"Clear, Blue, Red",14 oz. / 6 3/4 tall ,22,12,15,14,36,3 Day Service (R),96,144,240,508,1008,3.39,3.29,3.19,3.09,2.99,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,2.19,2.15,2.09,2.05,
S621,Active/All Products,The Palm View Tritan Water Bottle,A 29 ounce translucent colored water bottle with screw top and ergonomic grooves that make the bottle easy to hold. Screw top securely latches to bottle. This bottle is made with durable Tritan plastic is BPA free and Prop 65 compliant. FOB CA,"Imprint Area: (Standard Wrap): 2''w x 2''h (1 Color)                            (2 Color): 2''w x 1 3/4''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1450,"Blue, Red, Green, Smoke",29 oz.,16,20,16,19,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L716,Active/All Products,Lantern LED Flashlight,A dual function 1 watt LED flashlight for camping or emergency situation. Telescopic expanding housing enables flashlight to become an area lantern. Includes 3 AAA Batteries packed separately.??,"Imprint Area: 3/4''w x 1 3/4''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1451,"Blue, Black, Red",5 1/4 Long,21,10,18,35,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P748,Active/All Products,The El Dorado Pen ,A plastic click action ball point pen with a soft ringed grip and colored accents. Includes black ink.?,"Imprint Area: (Side Imprint): 1 3/4''w x 1/4''h                       Standard (Wrap): 1 3/4w x 1/2h (1 Color Max)     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see terms &amp; conditions, Product safety and social compliance for more information.",http://www.highcaliberline.com//catalog/product/view/id/1452,"Blue, Red, Yellow, Orange, Green",5 1/2 Long,13,9,20,29,1000,3 Day Service (R),250,500,1000,2500,,0.85,0.79,0.75,0.69,,24 Hour Rush (R),250,500,1000,2500,,1.05,0.99,0.95,0.89,,10 Weeks,10000,25000,50000,,,0.45,0.39,0.37,,
P726,Active/All Products,The Tri-Color Stylus Pen ,"A versatile and convenient pen that writes in 3 different colors and has a stylus tip to be used on any mobile phone, tablet, or iPad. This pen comes in a very sleek matte finish and has a soft grip for comfort while writing. Price includes a 1 color wrap imprint.","Imprint Area: Standard (Side of Clip): 1 1/2''w x 5/16''h                                 Optional (Behind of the Clip): 1 1/2w x 5/16h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1453,"Blue, Red, Metallic Blue, Metallic Red, Green",5 1/2 Long,21,13,8,26,1000,3 Day Service (R),250,500,1000,2500,,1.05,0.99,0.95,0.89,,24 Hour Rush (R),250,500,1000,2500,,1.25,1.19,1.15,1.09,,10 Weeks,10000,25000,50000,,,0.65,0.59,0.55,,
T201,Active/All Products,Fold Up Baseball Hat,"A baseball hat made with nylon which can be folded up flat in its own pouch. To imprint on pouch, add $0.30(v) plus $50 set up charge. Note: Due to the nature of the product, the shape may change from use or during shipping.??","Imprint Area: (Standard Front Imprint): 3''w x 2''h                                  (Optional Bill Imprint): 3 1/4''w x 2''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. This product is not intended for children 12 and under. Production time is 5 business days after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1455,"White, Blue, Black",N/A,17,17,18,27,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P732,Active/All Products,The Newark Stylus Pen,"A slim elegant brass twist action pen with silver accents and a stylus. The stylus works on all touch screen devices, such as smart phones, tablets and iPhones. For a permanent imprint, this item is laser engraved. There is no additional charge to direct imprint. 24 hour production not available for direct imprinting. Includes black ink.","Imprint Area: (Side Imprint): 1 1/2''w x 1/4''h                                  Standard (Wrap): 1 1/4''w x 1/2''h (1 Color Max)                                   (Barrel): 1 1/2''w x 1/4''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1456,"Blue, Black, Silver, Red",5 1/2 Long,22,7,8,31,1000,3 Day Service (R),250,500,1000,2500,,1.15,1.09,1.05,0.99,,24 Hour Rush (R),250,500,1000,2500,,1.35,1.29,1.25,1.19,,10 Weeks,10000,25000,50000,,,0.69,0.65,0.59,,
T572,Active/All Products,The Frontier Tape Measure ,"25 feet x 1 inch wide retractable metal tape measure, standard measurements, rubber exterior with wrist strap and metal belt/pocket clip.Features a slide lock and two buttons to lock tape in place. Individually packaged in a white box",Imprint Area: 5/8''w x 1 1/2''h     Price includes one location digital imprint. Production time is 5 business days after all approvals Please See Terms &amp; Conditions and Product Safety for more Information.,http://www.highcaliberline.com//catalog/product/view/id/1457,"Blue, Yellow",3w x 3h,18,11,12,50,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P731,Active/All Products,The Canterbury Stylus Pen ,"The Canterbury Stylus pen is an elegant brass twist action pen with silver accents and a stylus. Add a “touch” of elegance to your company’s promotional event by featuring this fantastic marketing tool. The stylus works on all touch screen devices; such as smart phones, tablets and iPhones. This product includes black ink. Choose one of the bold color options and add your logo to create a giveaway “write” for your company. Order yours today.","Imprint Area: (Side Imprint): 1 1/4''w x 5/16''h                           Standard (Wrap Imprint): 1 1/4''w x 3/4''h (1 Color Max)     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1458,"Matte Blue, Matte White, Matte Black, Matte Red",5 1/2 Long,22,7,8,29,500,3 Day Service (R),250,500,1000,2500,,1.55,1.49,1.45,1.39,,24 Hour Rush (R),250,500,1000,2500,,1.75,1.69,1.65,1.59,,10 Weeks,10000,25000,50000,,,1.09,0.99,0.95,,
