itemno,productCode,productname,category,subcategory,year_new,iscloseout,Origin,ISGreen,leadtime(days),productdescription,packaging,setupCharge,productcolors,imprintmethods,primary_imprint_area,Primary_Imprint_method,Primary_imprint_location,Primary_imprint_height,Primary_imprint_width,keywords,productimageURL,ProductThumbnailURL,PriceCode,Minimum,Column_1_Max,Price1,Column_2_min,Column_2_max,Price2,Column_3_min,Column_3_max,price3,column_4_min,Column_4_max,Price4,PiecesPerBox,BoxLBS,BoxLength,BoxWidth,BoxHeight,Item_Height,Item_Width,Item_Depth,ItemWeightLbs
18403,MK103,Razar Knife,Tools,Knives,2015,N,China,N,3,"Quick and reliable single hand deployment, Modified drop point blade is great for cutting, puncturing and other functions, Integrated thumb notches and lightweight skeletal body design makes it a top choice for daily carry purposes, Comes with attached clip and black Nylon sheath,",Black Nylon Pouch,$55.00(G)/location,Titanium,Laser Engraving," 1/4""h x 1""w ",Laser Engraving,Blade of Knife,0.25,1,18403 | MK103 | Knife | Razar | Tools | Knives | 18403;MK103 | deployment | Hand | Reliable | and | Quick | Single | Notches | Daily | a | thumb | For | Design | Skeletal | Integrated | Carry | purposes | choice | Makes | Body | it | Lightweight | Top | Drop | is | Functions | Blade | Great | Cutting | point | puncturing | Other | Modified | Black | with | Comes | clip | Nylon | Sheath | Attached | Titanium | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_18403.jpg,http://ca.starline.com/content/image/product/tn_18403.jpg,4C                         ,48,95,9.69,96,191,9.39,192,383,9.09,384,499,8.49,120,33,9.84,14,12,0.5,4,1.313,0.275
18404,MK104,EDC Pocket Knife,Tools,Knives,2015,N,China,N,3,"Comes with attached clip and black Nylon sheath., Constructed from 420 Stainless Steel with a mirror finish, Easy one handed opening thumb notches ,",Black Nylon Pouch,$55.00(G)/location,Stainless,Laser Engraving," 1/4""h x 1 1/4""w ",Laser Engraving,Handle of Knife,0.25,1.25,18404 | MK104 | Pocket | Knife | EDC | Tools | Knives | 18404;MK104 | a | steel | constructed | from | Finish | with | Stainless | Mirror | 420 | handed | Notches | Easy | thumb | one | Opening | Comes | Nylon | clip | Sheath | Attached | and | Black | Laser | Engraving |,http://ca.starline.com/content/image/product/pp_18404.jpg,http://ca.starline.com/content/image/product/tn_18404.jpg,4C                         ,36,71,10.29,72,143,9.97,144,249,9.64,250,499,8.99,120,33,9.84,14,12,0.5,3.75,0.875,0.275
18405,MK105,Camarra Folder,Tools,Knives,2015,N,China,N,3,"Includeds belt clip, Constructed from 420 Stainless Steel with a dark stonewash finish, Locking blade with one handed opening thumb notches , Comes with Nylon sheath,",Black Nylon Pouch,$55.00(G)/location,Black,Laser Engraving," 1/4""h x 1 3/4""w ",Laser Engraving,Handle of Knife,0.25,1.75,18405 | MK105 | Folder | Camarra | Tools | Knives | 18405;MK105 | steel | Stainless | Finish | Stonewash | 420 | Dark | a | from | constructed | with | Blade | handed | one | thumb | Opening | Locking | Notches | clip | belt | Includeds | Sheath | Nylon | Comes | Black | Laser | Engraving |,http://ca.starline.com/content/image/product/pp_18405.jpg,http://ca.starline.com/content/image/product/tn_18405.jpg,4C                         ,36,71,12.09,72,143,11.72,144,249,11.34,250,499,10.59,120,33,9.84,14,12,0.5,4,1.438,0.275
18406,MK106,Autumn Hunt Knife,Tools,Knives,2015,N,China,N,3,"Camo handle and black oxidized Stainless Steel blade., Includes Nylon carry pouch and Stainless Steel attached clip, Thumb notches at base of the blade becomes an easy one handed opening,",Black Nylon Pouch,$55.00(G)/location,Camo,Laser Engraving," 3/8""h x 1 1/2""w ",Laser Engraving,Handle of Knife,0.375,1.5,18406 | MK106 | Knife | Hunt | Autumn | Tools | Knives | 18406;MK106 | steel | Handle | and | Blade | Stainless | Camo | Black | oxidized | Notches | the | of | an | handed | Opening | one | Easy | becomes | thumb | at | Base | Carry | Attached | pouch | Includes | Nylon | clip | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_18406.jpg,http://ca.starline.com/content/image/product/tn_18406.jpg,4C                         ,36,71,13.29,72,143,12.89,144,249,12.49,250,499,11.69,80,34.1,11.81,11.2,14,0.688,4.75,1.25,0.42625
18407,MK107,Safe-T Rescue Knife,Lifestyles and Golf,Auto/First Aid,2015,N,China,N,3,"Features a window hammer and a seat belt cutter, The tanto blade is made from 420 Stainless Steel and the handle is both Stainless Steel and G10, Includes a clip and Nylon sheath for easy carrying,",Black Nylon Pouch,$55.00(G)/location,Black,Laser Engraving," 3/8""h x  7/8""w ",Laser Engraving,Blade of Knife,0.375,0.875,18407 | MK107 | Knife | Rescue | Safe-T | Tools | Knives | 18407;MK107 | 420 | both | from | Blade | is | the | Tanto | steel | Made | and | Stainless | Handle | the | is | steel | and | Stainless | G10 | Hammer | a | belt | Features | Seat | window | a | cutter | Easy | Carrying | Sheath | Includes | clip | For | Nylon | Black | Laser | Engraving | Lifestyles | Golf | Auto/First | Aid |,http://ca.starline.com/content/image/product/pp_18407.jpg,http://ca.starline.com/content/image/product/tn_18407.jpg,4C                         ,24,47,15.89,48,95,15.39,96,243,14.89,244,499,13.89,60,26,13.78,10,12.4,0.688,4.875,1.438,0.433333333
18408,MK108,Mercata Pocket Folder,Tools,Knives,2015,N,China,N,3,"Comes with Nylon pouch, Stonewash finish blade and G10 made handle, Includes a Stainless Steel clip for easy carry purpose, G10 handles are very hard, lightweight, and strong,",Black Nylon Pouch,$55.00(G)/location,Black,Laser Engraving," 3/16""h x  3/4""w ",Laser Engraving,Blade of Knife,0.1875,0.75,18408 | MK108 | Folder | Pocket | Mercata | Tools | Knives | 18408;MK108 | Blade | and | G10 | Finish | Made | Handle | Stonewash | Handles | Very | Strong | are | Lightweight | Hard | Carry | Includes | a | For | Easy | steel | Stainless | clip | Purpose | pouch | with | Nylon | Comes | Black | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_18408.jpg,http://ca.starline.com/content/image/product/tn_18408.jpg,4C                         ,24,47,15.99,48,95,15.49,96,243,14.99,244,499,13.99,120,37,13.78,13.2,13.2,0.688,4.5,0,0.308333333
18409,MK109,Prism Pocket Knife,Tools,Knives,2015,N,China,N,3,"Titanium coated with a rainbow skirt finish , Includes a carry clip, One of a kind straight edge modified tanto provides a flat, sharp tip that can be used for scraping and peeling, Comes with Nylon pouch,",Black Nylon Pouch,$55.00(G)/location,Titanium,Laser Engraving," 3/8""h x  3/4""w ",Laser Engraving,Handle of Knife,0.375,0.75,18409 | MK109 | Pocket | Prism | Knife | Tools | Knives | 18409;MK109 | a | with | Finish | Titanium | coated | rainbow | skirt | That | straight | Flat | one | Tanto | Sharp | Be | and | Can | kind | tip | Provides | Edge | used | Modified | For | of | scraping | peeling | clip | Carry | Includes | Nylon | pouch | Comes | Laser | Engraving |,http://ca.starline.com/content/image/product/pp_18409.jpg,http://ca.starline.com/content/image/product/tn_18409.jpg,4C                         ,24,47,17.19,48,95,16.64,96,243,16.09,244,499,14.99,100,25.3,13.78,12.8,12.8,0.438,4.188,1.375,0.253
18410,MK110,Elemental Survival/Rescue Knife,Lifestyles and Golf,Auto/First Aid,2015,N,China,N,3,"Includes a pocket clip and Nylon pouch., Featuring a seatbelt cutter and window hammer designed for fast extraction, a removable miniature flashlight with magnet and a fire starting flint for manual fire starting, Equipped with a two stage blade that is both straight and serrated for all cutting needs,",Black Nylon Pouch,$55.00(G)/location,Black,Laser Engraving," 3/8""h x 2""w ",Laser Engraving,Handle of Knife,0.375,2,18410 | MK110 | Knife | Elemental | Survival/Rescue | Tools | Knives | 18410;MK110 | Two | Needs | For | and | with | Stage | equipped | straight | both | Serrated | a | Cutting | That | is | All | Blade | extraction | Manual | seatbelt | Removable | fire | Designed | Featuring | Hammer | Magnet | Fast | Flashlight | window | cutter | Flint | fire | miniature | starting | starting | Pocket | Nylon | clip | pouch | Includes | Black | Engraving | Laser | Lifestyles | Golf | Auto/First | Aid |,http://ca.starline.com/content/image/product/pp_18410.jpg,http://ca.starline.com/content/image/product/tn_18410.jpg,4C                         ,24,47,18.29,48,95,17.72,96,243,17.14,244,499,15.99,60,28.6,15.2,10,14,1.625,5,1.563,0.476666667
18412,MK112,Invert Multi-Tool,Tools,Multi Tools,2015,N,China,N,3,"Comes with Nylon pouch, Equipped with a small slotted screwdriver, can opener, Philips screwdriver, large slotted screwdriver, bottle opener, saw, small and large blade, medium slotted screwdriver, pliers, wire cutter and wire stripper,",Black Nylon Pouch,$55.00(G)/location,Stainless,Laser Engraving," 5/16""h x 1 3/8""w ",Laser Engraving,Front Lower Handle of Tool - P,0.3125,1.375,18412 | MK112 | Multi-tool | Invert | Tools | Multi | 18412;MK112 | cutter | with | Medium | Saw | large | Screwdriver | Screwdriver | Small | Blade | Slotted | large | and | Philips | Slotted | Opener | equipped | Can | Small | Wire | Wire | pliers | Bottle | Slotted | Screwdriver | stripper | Screwdriver | and | Opener | a | Comes | pouch | Nylon | Stainless | Laser | Engraving |,http://ca.starline.com/content/image/product/pp_18412.jpg,http://ca.starline.com/content/image/product/tn_18412.jpg,4C                         ,18,35,25.99,36,71,25.17,72,143,24.34,144,249,22.69,40,30.4,16,10,14,0.75,3.313,2.875,0.76
18505,WN05,Riesling Wine Set,HomeStyles,Wine,2005,N,China,N,3,"Mahogany finish box with Silver latch, Includes collar, bottle stopper, bottle pourer with stopper, thermometer, aluminum corkscrew and black flock gift pouch,",White Gift Box,$55.00(G)/laser,Wood,Laser Engraving," 3/4""h x 2""w ",Laser Engraving,Aluminum Plate,0.75,2,"Lifestyles | Gift | HomeStyles | Pour | Laser | Pourer | $50.00 | Flock | Collar | WN05 | 18505 | Aluminum | Engraving | Imprint: | (G)/color | Finish | and | on | Black | Charge/color/pouch | Engraving: | Ensemble | Charge | (G)/unit | Stopper, | Optional | Bottle | Stopper | Thermometer, | Wood | Running | Wine | Bottle | Set | $0.80 | Stopper, | WN05: | Set-Up | mahogany | Collar, | Stopper | Corkscrew | Box | pouch | Thermometer | with | $1.20 | Cheese | latch | (G)/laser | Riesling | Opener | plus | Includes | Plate | Silver | (G) |  |",http://ca.starline.com/content/image/product/pp_18505.jpg,http://ca.starline.com/content/image/product/tn_18505.jpg,4C                         ,12,24,37.89,25,49,36.67,50,99,35.44,100,249,32.99,9,31,17,16,16,4.5,4.375,14.25,3.444444444
18506,WN06,Decanter Set,HomeStyles,Wine,2005,N,China,N,3,"This decanters graceful neck opens into a wide base to provide maximum surface area to aerate your wine. , The slanted spout on the funnel, with strainer, directs the wine down the sides of the decanter. , Drying and storing stand is included.,",Black Gift Box,$55.00(G),Clear,Laser Engraving," 5/8""h x 1 1/8""w ",Laser Engraving,Front,0.625,1.125,"HomeStyles | a | Set | one | (G)/unit | WN06 | storing | Ensemble | Stand | the | Carafe | Medallion | is | slanted | Down | Lifestyles | Compliant | location. | Area | aerate | into | Strainer | Clear | with | Surface | Wine | to | decanters | (G) | Cheese | Includes | Mesh | graceful | to | the | Engraving | your | neck | Stand | Drying | Laser | the | Addititional | Opens | $1.20 | Filter, | Decanter | Location: | FDA | steel | Base | Drying | and | $50.00 | on | the | Funnel | of | Funnel | the | Maximum |  | wide | Stainless | and | Elegant | Included | 18506 | Provide | Glass | Support | sides | this | directs | spout |",http://ca.starline.com/content/image/product/pp_18506.jpg,http://ca.starline.com/content/image/product/tn_18506.jpg,4C                         ,6,11,60.69,12,35,58.77,36,71,56.84,72,99,52.99,4,20,22,13,23,10.25,10.25,11.5,5
18508,WN08,Tuscany Wine Tote,HomeStyles,Wine,2007,N,China,N,3,"Protective case with double snap closure, carrying handle and shoulder strap with 16"" drop height, 5 piece set includes two glass goblets, Stainless Steel wine opener and stopper, FDA compliant materials, Simulated leather with White accent stitching,",Gift Box,$55.00(G)/laser,Black,Laser Engraving," 1/2""h x 1 3/4""w ",Laser Engraving,Aluminum Plate,0.5,1.75,"Includes | HomeStyles | Cheese | Case | 16"" | 16 | Height | or | Laser | FDA | WN10): | location | (G)/unit | PermaPatch | Engraving | White | Set-Up | Closure, | Tuscany | and | Imprint | Aluminum | 18508 | snap | plus | one | Set | Two | $2.00 | Black | steel | (G) | Materials | $50.00 | Leather | with | piece |  | Glass | Goblets | Tote | on | Carrying | Lifestyles | on | Stitching | (G)/patch/plate | LS01, | goblets, | Stopper | 5 | Simulated | Strap | WN08 | Pour | Optional | (PK4, | Wine | Protective | Stainless | Drop | Compliant | Double | Opener | Plate | Handle | Shoulder | Accent | closure | Implement |",http://ca.starline.com/content/image/product/pp_18508.jpg,http://ca.starline.com/content/image/product/tn_18508.jpg,4C                         ,12,24,45.39,25,49,43.94,50,99,42.49,100,249,39.59,8,31,18,16,16,13.5,3.75,6.75,3.875
18526,WN26,Digital Wine Selections,HomeStyles,Wine,2005,N,China,N,3,"Temperature accuracy to 1/10 of a degree, Built-in thermometer with pre-programmed wine temperatures, FDA compliant material, Includes 2 AAA batteries, 19 different wine selections, Celsius or fahrenheit options,",Gift Box,$55.00(G),Black,Pad Printing," 3/4""h x  3/4""w ",Pad Printing,Below Display,0.75,0.75,HomeStyles | Silkscreen |  | Selections | a | Degree | Cheese | with | location. | Celsius | FDA | Wine | Pre-Programmed | WN26 | Fahrenheit | to | of | Batteries | 19 | Black | one | Compliant | Temperature | Digital | Color | Pad | AAA | Options | Temperatures | and | Different | one | 2 | 1/10 | Standard | 18526 | on | Built-in | Printing | $50.00 | material | or | Lifestyles | Thermometer | Accuracy | Pour | (G) | Includes |,http://ca.starline.com/content/image/product/pp_18526.jpg,http://ca.starline.com/content/image/product/tn_18526.jpg,4C                         ,25,49,17.19,50,99,16.64,100,249,16.09,250,499,14.99,50,20,17,16,12,1.5,1.5,9.5,0.4
18529,WN29,Sonoma Wine Set,HomeStyles,Wine,2008,N,China,N,3,"Spare helix coil, Packaged in simulated leather case with White accent stitching, Stopper, pourer and collar, 6 piece set includes:, Wine opener and foil cutter,",Gift Box,$55.00(G),Black,Laser Engraving," 3/4""h x 2""w ",Laser Engraving,Aluminum Plate,0.75,2,"HomeStyles | (G)/patch/laser | Opener | 18529 | WN29 | one | Black | Leather | or | Engraving | Pour | cutter | Set | Cheese | Includes | with | Sonoma | Simulated |  | In | Wine | Lifestyles | Time | 6 | to | Coil | and | Helix | PermaPatch | Aluminum | $50.00 | piece | Color | process) | on | Stitching | foil | Laser | spare | Accent | Pourer | Case | Stopper | (up | Collar | Set-Up) | Ensemble | 4 | Packaged | Stopper, | Includes: | Plate | White | (PermaPatch |",http://ca.starline.com/content/image/product/pp_18529.jpg,http://ca.starline.com/content/image/product/tn_18529.jpg,4C                         ,12,24,53.19,25,49,51.52,50,99,49.84,100,249,46.49,6,22,22,13,10,7.75,11.5,3.5,3.666666667
18533,WN33,Waterfall Wine Chiller,HomeStyles,Wine,2011,N,China,N,3,"Features a built-in auto-shut off control., A built-in spinner for faster chilling is digitally controlled to achieve the perfect drinking temperature., This wine chiller cradles the bottle while an ice-cold waterfall gently bathes your wine to chill it to the perfect drinking temperature., Includes DC power adapter.,",Gift Box,$55.00(G),Silver,Pad Printing,"2""h x 2""w ",Pad Printing,Front,2,2,"HomeStyles | Adaptor | Wine | WN33 | 18533 | Waterfall | Chiller | Lifestyles | 18533;WN33 | Power | adapter | Includes | DC | Control | a | Off | Features | Built-in | auto-shut | For | Perfect | Controlled | the | is | Spinner | to | drinking | Temperature | faster | chilling | achieve | digitally | While | it | this | Bottle | your | an | cradles | ice-cold | gently | bathes | chill | &lt;a | Product | href=""http://www.youtube.com/watch?v=1_1TSov3IOw""&gt;View | class=""header12 | Video&lt;/a&gt; | Silver | Pad | Printing |",http://ca.starline.com/content/image/product/pp_18533.jpg,http://ca.starline.com/content/image/product/tn_18533.jpg,4C                         ,4,11,132.69,12,35,129.02,36,71,125.34,72,99,117.99,4,20,20,19,20,16,7,7,5
